step,sim_time,queue_total,waiting_time_avg,throughput,delay_total,stops
1800,1800.0,790.0,27.957087126137843,4,21499.0,237
1810,1810.0,792.0,26.214564369310793,3,20159.0,237
1820,1820.0,884.0,33.682704811443436,1,25902.0,265
1830,1830.0,897.0,35.06111833550065,1,26962.0,269
1840,1840.0,835.0,33.827048114434334,2,26013.0,250
1850,1850.0,781.0,31.166449934980495,2,23967.0,234
1860,1860.0,794.0,30.790637191157348,2,23678.0,238
1870,1870.0,762.0,28.24967490247074,4,21724.0,228
1880,1880.0,761.0,27.724317295188555,5,21320.0,228
1890,1890.0,825.0,26.210663198959686,1,20156.0,247
1900,1900.0,824.0,25.174252275682704,2,19359.0,247
1910,1910.0,755.0,25.53185955786736,3,19634.0,226
1920,1920.0,733.0,25.677503250975292,2,19746.0,219
1930,1930.0,793.0,31.299089726918076,3,24069.0,237
1940,1940.0,848.0,33.51365409622887,4,25772.0,254
1950,1950.0,848.0,34.95058517555267,1,26877.0,254
1960,1960.0,846.0,34.5890767230169,0,26599.0,253
1970,1970.0,881.0,34.38231469440832,2,26440.0,264
1980,1980.0,726.0,28.594278283485046,3,21989.0,217
1990,1990.0,766.0,31.379713914174253,4,24131.0,229
2000,2000.0,777.0,33.49674902470741,2,25759.0,233
2010,2010.0,742.0,31.592977893368012,6,24295.0,222
2020,2020.0,821.0,34.36020806241873,1,26423.0,246
2030,2030.0,915.0,42.35890767230169,6,32574.0,274
2040,2040.0,947.0,45.83485045513654,3,35247.0,284
2050,2050.0,871.0,41.544863459037714,2,31948.0,261
2060,2060.0,824.0,32.35890767230169,1,24884.0,247
2070,2070.0,765.0,29.174252275682704,4,22435.0,229
2080,2080.0,824.0,32.171651495448636,2,24740.0,247
2090,2090.0,837.0,35.672301690507155,6,27432.0,251
2100,2100.0,786.0,32.993498049414825,3,25372.0,235
2110,2110.0,914.0,34.762028608582575,2,26732.0,274
2120,2120.0,879.0,35.572171651495445,6,27355.0,263
2130,2130.0,883.0,36.174252275682704,1,27818.0,264
2140,2140.0,909.0,40.68790637191157,4,31289.0,272
2150,2150.0,1005.0,46.90637191157347,2,36071.0,301
2160,2160.0,989.0,45.89596879063719,3,35294.0,296
2170,2170.0,932.0,43.37321196358908,2,33354.0,279
2180,2180.0,942.0,43.3628088426528,3,33346.0,282
2190,2190.0,960.0,45.54876462938881,2,35027.0,288
2200,2200.0,981.0,44.775032509752926,6,34432.0,294
2210,2210.0,1038.0,49.71651495448634,2,38232.0,311
2220,2220.0,1069.0,56.93237971391417,5,43781.0,320
2230,2230.0,992.0,58.14174252275683,3,44711.0,297
2240,2240.0,912.0,56.32119635890767,7,43311.0,273
2250,2250.0,893.0,56.59167750325098,3,43519.0,267
2260,2260.0,868.0,54.7074122236671,3,42070.0,260
2270,2270.0,884.0,53.39661898569571,4,41062.0,265
2280,2280.0,978.0,55.7334200260078,5,42859.0,293
2290,2290.0,1023.0,59.3667100130039,3,45653.0,306
2300,2300.0,932.0,58.01690507152146,0,44615.0,279
2310,2310.0,867.0,58.78283485045514,4,45204.0,260
2320,2320.0,911.0,62.4889466840052,2,48054.0,273
2330,2330.0,996.0,70.7893368010403,3,54437.0,298
2340,2340.0,924.0,71.94668400520156,3,55327.0,277
2350,2350.0,938.0,76.93368010403121,3,59162.0,281
2360,2360.0,815.0,75.92067620286086,2,58383.0,244
2370,2370.0,813.0,76.6410923276983,2,58937.0,243
2380,2380.0,919.0,83.39791937581275,5,64133.0,275
2390,2390.0,1022.0,89.52015604681404,3,68841.0,306
2400,2400.0,997.0,88.8998699609883,0,68364.0,299
2410,2410.0,1010.0,92.7074122236671,6,71292.0,303
2420,2420.0,1052.0,100.17685305591678,1,77036.0,315
2430,2430.0,1108.0,106.20546163849154,0,81672.0,332
2440,2440.0,1139.0,110.96358907672301,5,85331.0,341
2450,2450.0,1034.0,112.13914174252275,3,86235.0,310
2460,2460.0,1066.0,111.49154746423928,1,85737.0,319
2470,2470.0,957.0,103.92717815344604,2,79920.0,287
2480,2480.0,894.0,98.64629388816645,4,75859.0,268
2490,2490.0,953.0,103.17165149544863,1,79339.0,285
2500,2500.0,997.0,106.7373211963589,3,82081.0,299
2510,2510.0,990.0,109.3107932379714,4,84060.0,297
2520,2520.0,1046.0,113.23276983094928,2,87076.0,313
2530,2530.0,1081.0,119.62938881664499,3,91995.0,324
2540,2540.0,1162.0,130.87646293888167,0,100644.0,348
2550,2550.0,1116.0,136.80884265279585,2,105206.0,334
2560,2560.0,1005.0,133.7178153446034,1,102829.0,301
2570,2570.0,990.0,135.83745123537062,3,104459.0,297
2580,2580.0,960.0,136.93628088426527,2,105304.0,288
2590,2590.0,934.0,133.00650195058518,3,102282.0,280
2600,2600.0,909.0,136.26527958387516,0,104788.0,272
2610,2610.0,895.0,138.00130039011702,4,106123.0,268
2620,2620.0,908.0,142.50585175552666,4,109587.0,272
2630,2630.0,993.0,148.81014304291287,3,114435.0,297
2640,2640.0,1013.0,153.73472041612484,5,118222.0,303
2650,2650.0,1076.0,164.9518855656697,1,126848.0,322
2660,2660.0,1077.0,171.7477243172952,2,132074.0,323
2670,2670.0,1006.0,171.58387516254876,1,131948.0,301
2680,2680.0,958.0,172.40312093628089,2,132578.0,287
2690,2690.0,980.0,175.24577373211963,1,134764.0,294
2700,2700.0,989.0,175.62808842652797,3,135058.0,296
2710,2710.0,826.0,171.6853055916775,4,132026.0,247
2720,2720.0,907.0,176.88426527958387,4,136024.0,272
2730,2730.0,1035.0,181.19895968790638,2,139342.0,310
2740,2740.0,987.0,185.34330299089726,3,142529.0,296
2750,2750.0,964.0,188.68010403120937,3,145095.0,289
2760,2760.0,917.0,189.20676202860858,5,145500.0,275
2770,2770.0,983.0,188.7295188556567,3,145133.0,294
2780,2780.0,990.0,183.31209362808843,2,140967.0,297
2790,2790.0,1014.0,183.3563068920676,1,141001.0,304
2800,2800.0,1026.0,180.93628088426527,1,139140.0,307
2810,2810.0,1084.0,187.89336801040312,2,144490.0,325
2820,2820.0,994.0,187.5435630689207,5,144221.0,298
2830,2830.0,1068.0,193.36801040312093,4,148700.0,320
2840,2840.0,1079.0,198.6553966189857,5,152766.0,323
2850,2850.0,1057.0,202.28608582574773,1,155558.0,317
2860,2860.0,967.0,203.61508452535762,5,156580.0,290
2870,2870.0,952.0,208.42782834850456,1,160281.0,285
2880,2880.0,989.0,208.0039011703511,2,159955.0,296
2890,2890.0,993.0,207.37971391417426,2,159475.0,297
2900,2900.0,1036.0,212.73862158647594,1,163596.0,310
2910,2910.0,1159.0,222.5513654096229,1,171142.0,347
2920,2920.0,1082.0,226.6553966189857,2,174298.0,324
2930,2930.0,1086.0,233.47984395318596,2,179546.0,325
2940,2940.0,1045.0,229.67100130039012,2,176617.0,313
2950,2950.0,1090.0,235.36410923276983,1,180995.0,327
2960,2960.0,1015.0,237.4954486345904,3,182634.0,304
2970,2970.0,956.0,240.03901170351105,4,184590.0,286
2980,2980.0,930.0,242.70871261378414,2,186643.0,279
2990,2990.0,857.0,242.45903771131339,2,186451.0,257
3000,3000.0,852.0,244.36801040312093,2,187919.0,255
3010,3010.0,918.0,251.7737321196359,3,193614.0,275
3020,3020.0,1033.0,260.53446033810144,3,200351.0,309
3030,3030.0,1109.0,271.8621586475943,3,209062.0,332
3040,3040.0,1127.0,279.8634590377113,3,215215.0,338
3050,3050.0,959.0,277.0221066319896,1,213030.0,287
3060,3060.0,972.0,282.2327698309493,2,217037.0,291
3070,3070.0,961.0,286.3563068920676,0,220208.0,288
3080,3080.0,934.0,292.1898569570871,3,224694.0,280
3090,3090.0,902.0,292.3107932379714,3,224787.0,270
3100,3100.0,831.0,289.8842652795839,4,222921.0,249
3110,3110.0,823.0,293.58647594278284,1,225768.0,246
3120,3120.0,861.0,302.0351105331599,5,232265.0,258
3130,3130.0,971.0,310.36931079323796,5,238674.0,291
3140,3140.0,1042.0,320.66840052015607,5,246594.0,312
3150,3150.0,1100.0,328.9310793237971,2,252948.0,330
3160,3160.0,1137.0,337.1391417425228,2,259260.0,341
3170,3170.0,966.0,334.03120936280885,4,256870.0,289
3180,3180.0,923.0,340.3589076723017,3,261736.0,276
3190,3190.0,880.0,337.815344603381,1,259780.0,264
3200,3200.0,910.0,332.925877763329,0,256020.0,273
3210,3210.0,919.0,337.15344603381016,2,259271.0,275
3220,3220.0,908.0,341.407022106632,1,262542.0,272
3230,3230.0,976.0,346.67620286085827,2,266594.0,292
3240,3240.0,1090.0,352.61378413524056,3,271160.0,327
3250,3250.0,1135.0,360.3732119635891,1,277127.0,340
3260,3260.0,1101.0,364.56957087126136,4,280354.0,330
3270,3270.0,1149.0,374.1833550065019,3,287747.0,344
3280,3280.0,1101.0,380.1066319895969,1,292302.0,330
3290,3290.0,1037.0,378.9661898569571,6,291425.0,311
3300,3300.0,956.0,373.8426527958388,1,287485.0,286
3310,3310.0,852.0,370.5448634590377,1,284949.0,255
3320,3320.0,909.0,377.30559167750323,0,290148.0,272
3330,3330.0,949.0,384.1443433029909,0,295407.0,284
3340,3340.0,921.0,384.64759427828346,3,295794.0,276
3350,3350.0,950.0,390.35760728218463,1,300185.0,285
3360,3360.0,998.0,397.21326397919375,4,305457.0,299
3370,3370.0,990.0,406.4694408322497,4,312575.0,297
3380,3380.0,1042.0,417.9583875162549,3,321410.0,312
3390,3390.0,1002.0,423.77113133940185,1,325880.0,300
3400,3400.0,907.0,424.28348504551366,3,326274.0,272
3410,3410.0,846.0,420.9141742522757,2,323683.0,253
3420,3420.0,904.0,426.2873862158648,2,327815.0,271
3430,3430.0,1009.0,436.22106631989595,3,335454.0,302
3440,3440.0,1082.0,447.19375812743823,1,343892.0,324
3450,3450.0,1040.0,456.6814044213264,3,351188.0,312
3460,3460.0,1052.0,465.0143042912874,0,357596.0,315
3470,3470.0,1053.0,472.97919375812745,1,363721.0,315
3480,3480.0,1097.0,483.64889466840054,3,371926.0,329
3490,3490.0,1064.0,490.0039011703511,4,376813.0,319
3500,3500.0,1098.0,501.2002600780234,0,385423.0,329
3510,3510.0,1093.0,510.69830949284784,1,392727.0,327
3520,3520.0,950.0,506.2067620286086,4,389273.0,285
3530,3530.0,935.0,505.2015604681404,2,388500.0,280
3540,3540.0,954.0,510.08192457737323,3,392253.0,286
3550,3550.0,1041.0,519.7932379713914,2,399721.0,312
3560,3560.0,1063.0,529.9180754226268,2,407507.0,318
3570,3570.0,1041.0,538.2028608582575,1,413878.0,312
3580,3580.0,1092.0,548.3459037711314,1,421678.0,327
3590,3590.0,1049.0,555.9960988296489,1,427561.0,314
3600,3600.0,1085.0,567.3888166449935,2,436322.0,325
