step,sim_time,queue_total,waiting_time_avg,throughput,delay_total,stops
1960,1960.0,804.0,80.9479843953186,1,62249.0,514695
1970,1970.0,867.0,82.99349804941482,-1,63822.0,519843
1980,1980.0,1066.0,94.24707412223667,1,72476.0,525851
1990,1990.0,894.0,92.57737321196359,0,71192.0,530909
2000,2000.0,863.0,74.47594278283485,-3,57272.0,535595
2010,2010.0,892.0,60.469440832249674,3,46501.0,540537
2020,2020.0,858.0,54.209362808842656,6,41687.0,545402
2030,2030.0,949.0,54.63068920676203,-6,42011.0,550582
2040,2040.0,1093.0,54.58647594278283,1,41977.0,556189
2050,2050.0,938.0,50.17555266579974,-3,38585.0,561465
2060,2060.0,1026.0,52.52275682704811,0,40390.0,567058
2070,2070.0,1139.0,60.34720416124838,2,46407.0,573141
2080,2080.0,669.0,34.158647594278285,0,26268.0,577525
2090,2090.0,651.0,31.591677503250974,-2,24294.0,581194
2100,2100.0,863.0,35.24187256176853,0,27101.0,585564
2110,2110.0,979.0,40.21976592977894,1,30929.0,590625
2120,2120.0,1050.0,49.30949284785436,1,37919.0,595940
2130,2130.0,1092.0,51.04941482444733,-1,39257.0,601815
2140,2140.0,1005.0,51.59817945383615,2,39679.0,607413
2150,2150.0,1082.0,59.56697009102731,-1,45807.0,613354
2160,2160.0,1206.0,64.83615084525357,-2,49859.0,619799
2170,2170.0,796.0,51.83355006501951,1,39860.0,624379
2180,2180.0,886.0,60.0481144343303,3,46177.0,628646
2190,2190.0,957.0,65.11053315994799,-1,50070.0,633465
2200,2200.0,922.0,62.90767230169051,-1,48376.0,638639
2210,2210.0,926.0,64.31859557867361,-3,49461.0,643972
2220,2220.0,1058.0,73.99349804941482,6,56901.0,649753
2230,2230.0,1081.0,62.06501950585176,2,47728.0,655730
2240,2240.0,1113.0,60.33289986996099,-4,46396.0,661750
2250,2250.0,1109.0,62.120936280884266,-3,47771.0,667849
2260,2260.0,887.0,52.94538361508452,3,40715.0,672442
2270,2270.0,869.0,42.479843953185956,-1,32667.0,676852
2280,2280.0,1066.0,47.7555266579974,-3,36724.0,681971
2290,2290.0,1011.0,48.197659297789336,4,37064.0,687103
2300,2300.0,1095.0,57.557867360208064,2,44262.0,692658
2310,2310.0,1012.0,47.71521456436931,-5,36693.0,698192
2320,2320.0,855.0,36.96488946684005,1,28426.0,703245
2330,2330.0,854.0,35.4109232769831,1,27231.0,708119
2340,2340.0,1007.0,43.89336801040312,1,33754.0,713603
2350,2350.0,882.0,41.50975292587776,0,31921.0,718360
2360,2360.0,961.0,48.57997399219766,-2,37358.0,723262
2370,2370.0,1094.0,56.609882964889465,2,43533.0,728747
2380,2380.0,1136.0,64.06501950585175,-2,49266.0,734663
2390,2390.0,1155.0,68.97529258777634,1,53042.0,740866
2400,2400.0,1169.0,73.93368010403121,-2,56855.0,747302
2410,2410.0,1072.0,75.40962288686606,3,57990.0,753065
2420,2420.0,1177.0,87.75292587776333,2,67482.0,759247
2430,2430.0,1254.0,98.91027308192457,-4,76062.0,765842
2440,2440.0,849.0,84.04161248374513,2,64628.0,770861
2450,2450.0,844.0,83.5851755526658,2,64277.0,775432
2460,2460.0,947.0,71.73862158647594,-4,55167.0,780590
2470,2470.0,956.0,64.98699609882965,-2,49975.0,785899
2480,2480.0,1006.0,69.06631989596879,1,53112.0,791427
2490,2490.0,1001.0,72.2444733420026,3,55556.0,797015
2500,2500.0,1074.0,71.4889466840052,0,54975.0,802652
2510,2510.0,1224.0,81.39791937581275,0,62595.0,808882
2520,2520.0,1364.0,93.88556566970091,-3,72198.0,815868
2530,2530.0,1086.0,85.44993498049415,-1,65711.0,821458
2540,2540.0,1010.0,80.83094928478543,4,62159.0,826649
2550,2550.0,1042.0,89.06241872561769,-1,68489.0,831989
2560,2560.0,907.0,84.99089726918075,1,65358.0,837191
2570,2570.0,904.0,87.86215864759428,-1,67566.0,842365
2580,2580.0,999.0,95.2002600780234,-1,73209.0,847956
2590,2590.0,960.0,96.2262678803641,-1,73998.0,853609
2600,2600.0,1050.0,105.07282184655396,1,80801.0,859414
2610,2610.0,1136.0,113.62028608582575,-1,87374.0,865586
2620,2620.0,967.0,107.70091027308193,1,82822.0,870723
2630,2630.0,1107.0,113.26918075422627,0,87104.0,876259
2640,2640.0,1284.0,124.87516254876464,-2,96029.0,882733
2650,2650.0,1152.0,129.00910273081925,2,99208.0,888817
2660,2660.0,1248.0,142.3563068920676,0,109472.0,895178
2670,2670.0,1203.0,145.46814044213264,2,111865.0,901715
2680,2680.0,1023.0,140.23537061118336,-1,107841.0,907784
2690,2690.0,973.0,125.51235370611184,3,96519.0,913441
2700,2700.0,1123.0,124.47204161248375,-3,95719.0,919603
2710,2710.0,926.0,115.70481144343303,-1,88977.0,924829
2720,2720.0,988.0,116.95448634590377,9,89938.0,929878
2730,2730.0,1033.0,119.1781534460338,-9,91648.0,935259
2740,2740.0,1104.0,127.06241872561769,5,97711.0,941071
2750,2750.0,1181.0,137.26527958387516,-6,105557.0,947493
2760,2760.0,1246.0,146.3745123537061,-1,112562.0,954258
2770,2770.0,1046.0,135.66579973992197,3,104327.0,959943
2780,2780.0,1135.0,146.71131339401822,-2,112821.0,965800
2790,2790.0,1249.0,157.3003901170351,1,120964.0,972144
2800,2800.0,937.0,144.3784135240572,3,111027.0,977501
2810,2810.0,908.0,146.8036410923277,-2,112892.0,982654
2820,2820.0,1080.0,156.7516254876463,-1,120542.0,988447
2830,2830.0,1115.0,165.37711313394018,0,127175.0,994396
2840,2840.0,1153.0,176.08322496749025,0,135408.0,1000494
2850,2850.0,1146.0,174.69180754226267,3,134338.0,1006750
2860,2860.0,1120.0,177.09492847854355,-1,136186.0,1012525
2870,2870.0,1196.0,186.61378413524056,-4,143506.0,1018577
2880,2880.0,1421.0,200.01560468140443,0,153812.0,1025567
2890,2890.0,1110.0,193.7477243172952,1,148992.0,1031439
2900,2900.0,1190.0,204.87126137841352,3,157546.0,1037500
2910,2910.0,1294.0,217.0702210663199,2,166927.0,1044131
2920,2920.0,1116.0,199.96228868660597,-3,153771.0,1050515
2930,2930.0,1001.0,190.99349804941482,-1,146874.0,1056534
2940,2940.0,1023.0,190.6215864759428,0,146588.0,1062477
2950,2950.0,990.0,186.81274382314695,3,143659.0,1068108
2960,2960.0,1058.0,189.9739921976593,-4,146090.0,1073668
2970,2970.0,1165.0,198.6996098829649,0,152800.0,1079855
2980,2980.0,1035.0,195.36540962288686,-1,150236.0,1085455
2990,2990.0,1147.0,201.46163849154746,2,154924.0,1091523
3000,3000.0,1166.0,199.4694408322497,0,153392.0,1097861
3010,3010.0,1043.0,202.79843953185957,-2,155952.0,1103459
3020,3020.0,1085.0,212.25877763328998,4,163227.0,1109147
3030,3030.0,1089.0,217.59037711313394,-1,167327.0,1114977
3040,3040.0,1000.0,218.71001300390117,0,168188.0,1120569
3050,3050.0,1046.0,223.9076723016905,2,172185.0,1126255
3060,3060.0,1186.0,231.3003901170351,-3,177870.0,1132636
3070,3070.0,980.0,230.41612483745124,1,177190.0,1138184
3080,3080.0,1006.0,232.26527958387516,-1,178612.0,1143637
3090,3090.0,1110.0,241.3563068920676,0,185603.0,1149556
3100,3100.0,1185.0,250.62678803641091,-1,192732.0,1155772
3110,3110.0,1220.0,259.85435630689204,1,199828.0,1162253
3120,3120.0,1251.0,267.5045513654096,-1,205711.0,1168970
3130,3130.0,1057.0,264.8192457737321,0,203646.0,1174935
3140,3140.0,1126.0,276.6332899869961,0,212731.0,1181009
3150,3150.0,1139.0,274.32769830949286,1,210958.0,1187330
3160,3160.0,883.0,253.42912873862159,1,194887.0,1192603
3170,3170.0,899.0,251.45383615084526,3,193368.0,1197820
3180,3180.0,982.0,254.68400520156047,-4,195852.0,1203367
3190,3190.0,1001.0,258.80494148244475,-2,199021.0,1208957
3200,3200.0,1039.0,266.6111833550065,1,205024.0,1214731
3210,3210.0,1099.0,272.34330299089726,2,209432.0,1220720
3220,3220.0,1102.0,278.02860858257475,1,213804.0,1226756
3230,3230.0,1159.0,280.8959687906372,-4,216009.0,1232871
3240,3240.0,1282.0,292.35110533159946,6,224818.0,1239556
3250,3250.0,1083.0,289.5227568270481,-2,222643.0,1245307
3260,3260.0,1128.0,300.9037711313394,-4,231395.0,1251237
3270,3270.0,1183.0,312.9752925877763,3,240678.0,1257539
3280,3280.0,1051.0,310.92457737321195,-1,239101.0,1263795
3290,3290.0,1001.0,314.15344603381016,0,241584.0,1269745
3300,3300.0,1054.0,319.0507152145644,2,245350.0,1275829
3310,3310.0,1038.0,321.7750325097529,0,247445.0,1281827
3320,3320.0,1127.0,332.2353706111833,-1,255489.0,1287925
3330,3330.0,1145.0,339.850455136541,0,261345.0,1294369
3340,3340.0,1073.0,342.73602080624187,-3,263564.0,1300295
3350,3350.0,1196.0,353.8764629388817,1,272131.0,1306655
3360,3360.0,1340.0,367.52535760728216,1,282627.0,1313747
3370,3370.0,1259.0,377.41352405721716,0,290231.0,1320653
3380,3380.0,1235.0,375.8036410923277,0,288993.0,1327486
3390,3390.0,1196.0,376.7815344603381,0,289745.0,1334085
3400,3400.0,948.0,362.9908972691808,0,279140.0,1339864
3410,3410.0,950.0,362.30819245773733,1,278615.0,1345399
3420,3420.0,1122.0,371.444733420026,-1,285641.0,1351621
3430,3430.0,997.0,371.2340702210663,-1,285479.0,1357509
3440,3440.0,1117.0,381.22366710013006,0,293161.0,1363714
3450,3450.0,1194.0,392.0884265279584,2,301516.0,1370409
3460,3460.0,1132.0,394.2327698309493,-1,303165.0,1376924
3470,3470.0,1143.0,402.9401820546164,2,309861.0,1383343
3480,3480.0,1214.0,412.78803641092327,-3,317434.0,1390013
3490,3490.0,1152.0,418.34330299089726,-1,321706.0,1396240
3500,3500.0,1256.0,433.06501950585175,4,333027.0,1402866
3510,3510.0,1335.0,446.41222366710014,-1,343291.0,1410095
3520,3520.0,1082.0,443.2431729518856,-1,340854.0,1416482
3530,3530.0,1071.0,448.90637191157344,-1,345209.0,1422803
3540,3540.0,1129.0,452.75422626788037,1,348168.0,1429254
3550,3550.0,1165.0,461.739921976593,1,355078.0,1435876
3560,3560.0,1185.0,470.99479843953185,-1,362195.0,1442359
3570,3570.0,1196.0,480.4174252275683,0,369441.0,1448996
3580,3580.0,1216.0,488.54226267880364,1,375689.0,1455572
3590,3590.0,1309.0,501.54356306892066,-2,385687.0,1462616
3600,3600.0,1367.0,512.5773732119636,0,394172.0,1470250
